uid,from_uid,latent_dim,beta,epochs,encoder_batch_norm,learning_rate,loss,val_loss
0,,35,2.5000000000000013,10,false,0.001,385.15894585894483,384.82681615787163
1,,75,1,12,true,0.01,382.911745499241,382.82765540598444
2,,65,1,12,true,0.01,382.90399134599846,382.78117578077917
3,,75,1,12,true,0.01,382.91029375080586,382.9543988219567
4,,75,1,12,true,0.01,382.88471555602524,382.9421543279517
5,,75,1,12,true,0.01,382.8784487152672,382.8847477617696
6,,75,1,12,true,0.01,382.8804085023942,382.7962158850557
7,,75,1,12,true,0.01,382.8836609939838,382.7896164367146
8,,75,1,12,true,0.01,382.9495959500129,382.7923476569563
9,,75,1,12,true,0.01,382.8859341758047,382.76777064765776
10,,75,1,12,true,0.01,382.8363943413745,382.7977577143258
11,,75,1,12,true,0.01,382.84978568097836,382.80792951445915
12,,75,1,12,true,0.01,382.84824137247693,382.71739413078404
13,,75,1,12,true,0.01,382.8415453625369,382.779049320644
14,,75,1,12,true,0.01,382.8848970131327,382.94922075115267
15,,75,1,12,true,0.01,382.91367089971953,382.85449927982046
16,,75,1,12,true,0.01,382.8888565372544,382.95863726329895
17,,75,1,12,true,0.01,382.8820859160713,382.845273112607
18,,75,1,12,true,0.01,382.88807141360536,382.80828919222176
19,,80,1,12,true,0.01,382.92233525910774,382.9693476972148
20,,70,1,12,true,0.01,382.8939750425277,382.88242136294036
21,,75,1,12,true,0.01,382.9011186512448,382.76525852420406
22,,80,1,12,true,0.01,382.95258859575733,382.92202702874505
23,,75,1,12,true,0.01,382.91950078736727,382.8803094700194
24,,75,1,12,true,0.01,382.92162396830895,382.9565942335727
25,,75,1,12,true,0.01,382.88590624523806,382.83129247152243
26,,75,1,12,true,0.01,382.92276266545883,382.9656805261007
27,,100,1,12,true,0.01,383.11521147782236,383.2486648780286
28,,75,1,12,true,0.01,382.92477146844084,382.77718810152294
29,,75,1,12,true,0.01,382.89584739782356,382.87840137095435
30,,75,1,12,true,0.01,382.9101768087285,382.8389062394057
31,,75,1,12,true,0.01,382.9083702505216,382.80305714915323
32,,75,1,12,true,0.01,382.888322788705,382.7973030406691
33,,75,1,12,true,0.01,382.88160200755755,382.8812296176715
34,,75,1,12,true,0.01,382.89961587229084,382.8701054748712
35,,75,1,12,true,0.01,382.92259013697515,382.86306718552237
36,,5,1,14,true,0.01,382.6639105040804,382.49284384864507
37,,70,1,12,true,0.01,382.844393479046,382.8262279072746
38,,75,1,12,true,0.01,382.9332950074066,382.9803724298137
39,,80,1,12,true,0.01,382.8932011368931,382.90293894577394
40,,75,1,12,true,0.01,382.90431903630207,382.8828320700959
41,,75,1,12,true,0.01,382.90798963931655,382.7916511969718
42,,75,1,12,true,0.01,382.87053078882514,382.78883975405125
43,,95,1,12,true,0.01,383.0183251302938,383.02130562498115
44,,70,1,12,true,0.01,382.867010118008,382.84440555406974
45,,75,1,12,true,0.01,382.8974391882883,382.8239986526357
46,,75,1,12,true,0.01,382.89496499796337,382.8120965911659
47,,75,1,12,true,0.01,382.87600087582933,382.98411579187257
48,,70,1,12,true,0.01,382.88702127008804,382.8022144873094
49,,75,1,12,true,0.01,382.88019025477803,382.9246491861665
50,,75,1,12,true,0.01,382.86509401245576,382.82918681748924
51,,80,1,12,true,0.01,382.93000755682084,382.8752836339614
52,,75,1,12,true,0.01,382.8898741485298,382.8048533602414
53,,70,1,12,true,0.01,382.8482669449711,382.7897625502878
54,,70,1,12,true,0.01,382.81090816374746,382.83270187157217
55,,75,1,12,true,0.01,382.93279266929767,382.7142662114554
56,,75,1,12,true,0.01,382.8549904962813,382.86468429344717
57,,75,1,12,true,0.01,382.87866343722163,382.84846139023136
58,,75,1,12,true,0.01,382.88380989595544,383.00613162004845
59,,75,1,12,true,0.01,382.85968564742507,382.8232094333395
60,,75,1,12,true,0.01,382.9463962517729,382.8994586175755
61,,70,1,12,true,0.01,382.82429107185243,382.8926270355254
62,,75,1,12,true,0.01,382.8895166601709,382.80874280644474
63,,5,1,14,true,0.01,382.78024258305436,382.6074077786452
64,,75,1,12,true,0.01,382.8490475356266,382.91193115469804
65,,75,1,12,true,0.01,382.8525903219579,382.87677399240783
66,,75,1,12,true,0.01,382.9349285563578,382.77688701633315
67,,75,1,12,true,0.01,382.9006356584874,382.9001045190265
68,,75,1,12,true,0.01,382.92117114972103,382.7972541595724
69,,80,1,12,true,0.01,382.9151542613698,382.91617427520606
70,,75,1,12,true,0.01,382.8994279591016,382.80915545589556
71,,75,1,12,true,0.01,382.92274261039626,382.9843763537209
72,,75,1,12,true,0.01,382.91922761726806,382.8772478830159
73,,75,1,12,true,0.01,382.9014845416676,382.77723530518284
74,,75,1,12,true,0.01,382.89690445530084,382.76404870970384
75,,80,1,12,true,0.01,382.89762790276427,382.8307174638474
76,,75,1,12,true,0.01,382.87644950483224,382.8955867108867
77,,75,1,12,true,0.01,382.8694641159069,382.8627653057573
78,,75,1,12,true,0.01,382.9337928354159,382.8442277457698
79,,75,1,12,true,0.01,382.9168027633129,382.75484225972986
80,,75,1,12,true,0.01,382.89746176168063,382.8767999779638
81,,75,1,12,true,0.01,382.9051986888934,382.7747152359759
82,,75,1,12,true,0.01,382.8434856440551,382.9457321534851
83,,90,1,12,true,0.01,382.99674318146185,382.8950682357744
84,,80,1,12,true,0.01,382.91461641808155,382.9093974894245
85,,75,1,12,true,0.01,382.87620412793626,382.98476540134175
86,,5,1,12,true,0.01,383.09745597410097,383.0442063746365
87,,100,1,10,true,0.01,383.34860604298154,383.3410387029988
88,,80,1,12,true,0.01,382.936555466076,382.95187578044954
89,,75,1,12,true,0.01,382.9420949903003,382.84056804954946
90,,75,1,12,true,0.01,382.8844406459891,382.78514542023265
91,,75,1,12,true,0.01,382.91825350441616,382.8723637462237
92,,80,1,12,true,0.01,382.9053750406596,382.98934144890984
93,,75,1,12,true,0.01,382.88519113115683,382.81807862505275
94,,80,1,12,true,0.01,382.925648465339,382.9281859292129
95,,80,1,12,true,0.01,382.8873450586157,382.8730112662541
96,,75,1,12,true,0.01,382.92095141400097,382.8128566466049
97,,75,1,12,true,0.01,382.9418202634155,382.99429703862364
98,,75,1,12,true,0.01,382.91221129867426,382.8839260531713
99,,70,1,12,true,0.01,382.86447848687027,382.71696176409375
100,,75,1,12,true,0.01,382.8997664226237,382.8630201290061
101,,75,1,12,true,0.01,382.83581270531255,382.81365045678075
102,,75,1,12,true,0.01,382.891574204281,382.8136945409968
103,,80,1,12,true,0.01,382.97903964363894,382.91044597570556
104,,75,1,12,true,0.01,382.9232535795082,382.83352443360315
105,,75,1,12,true,0.01,382.9335758469647,382.9330660048423
106,,75,1,12,true,0.01,382.87214490084926,382.91747111041843
107,,75,1,12,true,0.01,382.8466300894856,382.83917874931257
108,,75,1,12,true,0.01,382.869427623019,382.9580896243295
109,,75,1,12,true,0.01,382.8768187606594,382.88675329931215
110,,75,1,12,true,0.01,382.89640172799545,382.82021815153763
111,,75,1,12,true,0.01,382.9252343832418,382.80102906921445
112,,75,1,12,true,0.01,382.89421345967594,382.87344701724663
113,,5,1,14,true,0.01,382.71677304244275,382.65097119470227
114,,75,1,12,true,0.01,382.9005052776866,382.87293822418184
115,,75,1,12,true,0.01,382.85765140931227,382.95889611828176
116,,75,1,12,true,0.01,382.8821442955343,382.8491556724909
117,,75,1,12,true,0.01,382.8888328420606,382.89169211465804
118,,75,1,12,true,0.01,382.8644846518724,382.83287888529674
119,,75,1,12,true,0.01,382.9182045572428,382.8962452078279
120,,75,1,12,true,0.01,382.8966624209153,382.88120669270205
121,,75,1,12,true,0.01,382.9235417222225,382.7680633162349
122,,70,1,12,true,0.01,382.8597940042872,382.6850819307215
123,,80,1,12,true,0.01,382.9485245380559,382.9165596148087
124,,75,1,12,true,0.01,382.9017671538682,382.98966195705196
125,,80,1,12,true,0.01,382.9140624771061,382.8804517872883
126,,75,1,12,true,0.01,382.8931246941374,382.8458656892252
127,,80,1,12,true,0.01,382.9220130273657,382.9776075136926
128,,75,1,12,true,0.01,382.9314111364755,382.8674568021769
129,,75,1,12,true,0.01,382.9158756745461,382.96084135638597
130,,75,1,12,true,0.01,382.8564740901412,383.03139293527187
131,,75,1,12,true,0.01,382.8798376787975,382.6983580483535
132,,75,1,12,true,0.01,382.8665222946362,382.93764552499886
133,,75,1,12,true,0.01,382.90574177815694,382.9369682231083
134,,75,1,12,true,0.01,382.9022304938417,382.7867649118834
135,,75,1,12,true,0.01,382.8719483337631,382.8587659727297
136,,30,1,12,true,0.01,382.63453126661443,382.6124117491675
137,,75,1,12,true,0.01,382.91016391945885,382.7621839002795
138,,80,1,12,true,0.01,382.92021887765645,382.83462397870585
139,,75,1,12,true,0.01,382.85201130234253,382.87309775724935
140,,80,1,12,true,0.01,382.93969870794115,382.71727879964743
141,,75,1,12,true,0.01,382.8950654564276,382.8927255628654
142,,75,1,12,true,0.01,382.9448562931138,382.9027777646983
143,,75,1,12,true,0.01,382.87495995855653,382.92735774629716
144,,75,1,12,true,0.01,382.91022921288186,382.8536906964294
145,,75,1,12,true,0.01,382.89207894625025,382.85553661261827
146,,75,1,12,true,0.01,382.84743773419814,382.8599381479026
147,,75,1,12,true,0.01,382.8368765622802,382.9474193017531
148,,75,1,12,true,0.01,382.86678706267145,382.84868687305067
149,,70,1,12,true,0.01,382.89537273844826,382.8987243122627
150,,75,1,12,true,0.01,382.850193179442,382.85075909606286
151,,75,1,12,true,0.01,382.8897386394939,382.9445570942981
152,,80,1,12,true,0.01,382.9269453364928,382.83052338146774
153,,75,1,12,true,0.01,382.888605116367,382.8833990437315
154,,100,5.0000000000000036,14,false,0.01,387.49788404699177,386.36630231366206
155,,80,1,12,true,0.01,382.9207995816093,382.77219613791664
156,,75,1,12,true,0.01,382.9616005991244,382.9038717772025
157,,75,1,12,true,0.01,382.8824320196173,382.82370257032755
158,,75,1,12,true,0.01,382.8956572410315,383.0248621735531
159,,75,1,12,true,0.01,382.8900561321971,382.88767229924434
160,,70,1,12,true,0.01,382.86657762920953,382.82623105614715
161,,100,1,12,false,0.01,385.22496375959923,384.7410104102316
162,,85,1,12,true,0.01,382.9534985827756,382.86471701817896
163,,100,2.000000000000001,12,true,0.01,384.3993582079079,384.19588815510673
164,,75,1,12,true,0.01,382.94507248027827,382.878188424768
165,,75,1,12,true,0.01,382.9504976723307,382.8028155688265
166,,75,1,12,true,0.01,382.8889804161856,382.8948885734654
167,,75,1,12,true,0.01,382.8841889503748,382.9385860078935
168,,75,1,12,true,0.01,382.91741123757504,382.9357210635679
169,,70,1,12,true,0.01,382.797478323133,382.94361337424476
170,,75,1,12,true,0.01,382.90976812959343,383.0134008365289
171,,75,1,12,true,0.01,382.8898902429465,382.8009918418892
172,,80,1,12,true,0.01,382.90784298094786,382.90320863052415
173,,80,1,12,true,0.01,382.92423536181894,382.84928215711074
174,,75,1,12,true,0.01,382.91685056579087,382.8733726803109
175,,80,1,12,true,0.01,382.9398459386575,382.9040918745668
176,,75,1,12,true,0.01,382.91862937658243,382.83552358511446
177,,75,1,12,true,0.01,382.85333412210474,382.9388805599084
178,,80,1,12,true,0.01,382.9451763499346,382.78636894851434
179,,75,1,12,true,0.01,382.8981005245818,382.8209471891103
180,,70,1,12,true,0.01,382.85734561539556,382.8029478509033
181,,75,1,12,true,0.01,382.88715764909244,383.046637480836
182,,75,1,12,true,0.01,382.9093776511144,382.7676104965872
183,,80,1,12,true,0.01,382.8952598256986,382.8537633264996
184,,70,1,12,true,0.01,382.8282856694398,382.8290080968991
185,,70,1,12,true,0.01,382.8867332647371,382.829389169338
186,,70,1,12,true,0.01,382.8808941508448,382.84574944579845
187,,75,1,12,true,0.01,382.8958335241159,382.8275383679823
188,,60,1,12,true,0.01,382.76059059385904,382.7059818808575
189,,75,1,12,true,0.01,382.89017083067154,382.8535917570874
190,,80,1,12,true,0.01,382.9655260113246,382.93557674514636
191,,75,1,12,true,0.01,382.89765411628787,382.84350806652867
192,,75,1,12,true,0.01,382.8968101324037,382.9343365307829
193,,5,1,14,true,0.01,382.84738085919184,382.7005242666835
194,,75,1,12,true,0.01,382.8927364821552,382.8967606812112
195,,75,1,12,true,0.01,382.9072288747846,382.8773231616705
196,,75,1,12,true,0.01,382.93661322740354,382.922073496687
197,,75,1,12,true,0.01,382.8598364953787,382.7336114131151
198,,75,1,12,true,0.01,382.9081454094603,382.92647615026254
199,,75,1,12,true,0.01,382.9047829584349,382.79785806624614
200,,75,1,12,true,0.01,382.8476883243638,382.7909893157282
201,,65,1,12,true,0.01,382.84568909103496,382.87665433525007
202,,75,1,12,true,0.01,382.8941588348137,382.83326254746265
203,,80,1,12,true,0.01,382.9435935567754,382.9211156508502
204,,80,1,12,true,0.01,382.93186578657605,382.88361914109583
205,,90,5.0000000000000036,14,true,0.01,386.8778141354099,386.2554482264137
206,,75,1,12,true,0.01,382.94585041524056,382.79717832177215
207,,75,1,12,true,0.01,382.86947757752426,382.9190104382477
208,,75,1,12,true,0.01,382.9548133340708,382.84582719646517
209,,80,1,12,true,0.01,382.92942156437545,382.9968859121678
210,,70,1,12,true,0.01,382.897065536831,382.86915427992403
211,,80,1,12,true,0.01,382.960780081495,383.0039585448277
212,,70,1,12,true,0.01,382.8251427480894,382.8215471229075
213,,75,1,12,true,0.01,382.91517814298544,382.78930917149455
214,,75,1,12,true,0.01,382.91250905682966,382.99543966736604
215,,75,1,12,true,0.01,382.85779091169974,382.92636646943936
216,,75,1,12,true,0.01,382.88194262310697,382.93850510835415
217,,5,1,14,true,0.01,382.6607460297517,382.47734112495857
218,,80,1,12,true,0.01,382.9287751320154,382.8889577749725
219,,75,1,12,true,0.01,382.9107746602178,382.8059744471639
220,,75,1,12,true,0.01,382.8707548057058,382.91062225371223
221,,75,1,12,true,0.01,382.9171434933318,382.884959883952
222,,75,1,12,true,0.01,382.8673626841769,382.91633560342524
223,,75,1,12,true,0.01,382.8316821179172,382.8235770274266
224,,70,1,12,true,0.01,382.85737306519013,382.92600732139357
225,,70,1,12,true,0.01,382.8176812313081,382.7384346030372
226,,75,1,12,true,0.01,382.90726532188467,382.8713179968132
227,,75,1,12,true,0.01,382.91788401964993,382.924405722402
228,,70,1,12,true,0.01,382.8753190952767,382.8275649715413
229,,75,1,12,true,0.01,382.86857482498067,382.72212782798186
230,,75,1,12,true,0.01,382.93491003518704,382.85370081990754
231,,75,1,12,true,0.01,382.88077086715526,382.87405330764636
232,,5,1,14,true,0.01,382.818320092326,382.6720596063332
233,,75,1,12,true,0.01,382.879385419475,382.87667602421345
234,,75,1,12,true,0.01,382.90223040226607,382.822704024577
235,,75,1,12,true,0.01,382.91086815893425,382.8200525855834
236,,75,1,12,true,0.01,382.92271019262387,382.75447546021803
237,,75,1,12,true,0.01,382.87722883632284,382.84391444766305
238,,75,1,12,true,0.01,382.90465772876325,382.8274634130436
239,,75,1,12,true,0.01,382.897394911472,382.85296474887184
240,,75,1,12,true,0.01,382.85052036935014,382.87829369128383
241,,70,1,12,true,0.01,382.8242118131462,382.89668622656063
242,,75,1,12,true,0.01,382.8990677234738,382.98153721837895
243,,75,1,12,true,0.01,382.90448746677635,382.94676186424556
244,,75,1,12,true,0.01,382.8621096314118,382.91275050899907
245,,70,1,12,true,0.01,382.86276233670236,382.80610393351276
246,,75,1,12,true,0.01,382.88444130991246,382.86846591283637
247,,75,1,12,true,0.01,382.9300467969776,382.7738018274997
248,,75,1,12,true,0.01,382.89462555000324,383.086415952059
249,,80,1,12,true,0.01,382.9026442096364,382.93089678478333
250,,75,1,12,true,0.01,382.8852017768236,382.95192557383643
251,,75,1,12,true,0.01,382.8951309101079,382.8193028301949
252,,70,1,12,true,0.01,382.83004712664984,382.8150622405564
253,,80,1,12,true,0.01,382.9308832945541,382.9719535511278
254,,75,1,12,true,0.01,382.88644466414456,382.8001526526338
255,,80,1,12,true,0.01,382.91837220932433,382.9922978871124
256,,75,1,12,true,0.01,382.9181260540355,382.7831323783676
257,,75,1,12,true,0.01,382.8531902567927,382.86432255567445
258,,70,1,12,true,0.01,382.8594747029653,382.705043869975
259,,75,1,12,true,0.01,382.85402091642294,382.83699540347004
260,,75,1,12,true,0.01,382.89868571574044,382.8039343897379
261,,5,2.9000000000000017,14,true,0.01,385.10216104484755,384.65826913360917
262,,75,1,12,true,0.01,382.86459925223005,382.8876317464742
263,,70,1,12,true,0.01,382.8558766736362,382.79778361159555
264,,75,1,12,true,0.01,382.8704827116203,382.83556822847606
265,,80,1,12,true,0.01,382.91858448163066,382.80777274769093
266,,75,1,12,true,0.01,382.89662579066396,382.8449163777159
267,,80,1,12,true,0.01,382.95815051022277,382.7962434303335
268,,75,1,12,true,0.01,382.89535971181516,382.7884210717138
269,,75,1,12,true,0.01,382.88205761920216,382.90978368245993
270,,75,1,12,true,0.01,382.89833246275435,382.9162042630673
271,,70,1,12,true,0.01,382.8260248732227,382.8838675488846
272,,75,1,12,true,0.01,382.8769755610289,382.7607995440668
273,,75,1,12,true,0.01,382.8906927888588,382.9535897971349
274,,75,1,12,true,0.01,382.8919079745522,382.83745572744016
275,,75,1,12,true,0.01,382.9155529391381,382.9718910151071
276,,75,1,12,true,0.01,382.90463158392134,382.8325500782568
277,,75,1,12,true,0.01,382.83294052730713,382.86017749164694
278,,75,1,12,true,0.01,382.8538333008545,382.9510948306224
279,,75,1,12,true,0.01,382.87537990149394,382.63942807527724
280,,75,1,12,true,0.01,382.84994099324393,382.8690315327511
281,,75,1,12,true,0.01,382.8273655731263,382.90161483014214
282,,75,1,12,true,0.01,382.9319249673258,382.8642474535921
283,,5,4.900000000000004,14,false,0.01,385.19398617747004,384.7286344581538
284,,45,1,14,true,0.01,383.6682114744733,383.30735603707734
285,,75,1,12,true,0.01,382.84072115898846,382.9375353733162
286,,75,1,12,true,0.01,382.8379864360011,382.95926118149936
287,,80,1,12,true,0.01,382.94144903871234,382.8182004305068
288,,75,1,12,true,0.01,382.88249276369385,382.8903479580709
289,,80,1,12,true,0.01,382.920502784998,382.83723383492423
290,,75,1,12,true,0.01,382.8710767856149,382.84631135769496
291,,75,1,12,true,0.01,382.91524343640845,382.91484768756214
292,,80,1,12,true,0.01,382.92792233397705,382.8773421137634
293,,80,1,12,true,0.01,382.9855466185882,382.87494308486396
294,,75,1,12,true,0.01,382.9245885919112,382.9552135559494
295,,75,1,12,true,0.01,382.9384510586875,382.88024649256795
296,,75,1,12,true,0.01,382.88098313946165,382.8583245125663
297,,75,1,12,true,0.01,382.87138042750433,382.78432253448574
298,,75,1,12,true,0.01,382.88668589724335,382.8827322478924
299,,80,1,12,true,0.01,382.9448135501893,382.89983362769897
300,,75,1,12,true,0.01,382.88304480447505,382.805589754993
301,,75,1,12,true,0.01,382.91005988954515,382.69676148167224
302,,80,1,12,true,0.01,382.900846877674,382.95592576029674
303,,75,1,12,true,0.01,382.9106059321227,382.8555222808338
304,,100,1,14,true,0.01,384.87551644729683,384.65058317708645
305,,5,2.300000000000001,14,false,0.01,385.11094559724785,384.68007634161984
306,,70,1,12,true,0.01,382.8485296754487,382.7737453832231
307,,75,1,12,true,0.01,382.91931269102673,382.7143381940939
308,,70,1,12,true,0.01,382.86086369920116,382.91726981800343
309,,75,1,12,true,0.01,382.90953662640516,382.848055009097
310,,75,1,12,true,0.01,382.8634084256538,382.6895457077394
311,,75,1,12,true,0.01,382.91736515214006,382.8567267393077
312,,75,1,12,true,0.01,382.89999304940983,382.82413211186116
313,,75,1,12,true,0.01,382.88770806440624,382.8231188811814
314,,75,1,12,true,0.01,382.89665965075255,382.9645570554522
315,,80,1,12,true,0.01,382.96273801421546,382.9266699972125
316,,70,1,12,true,0.01,382.85151648324677,382.8095290828694
317,,75,1,12,true,0.01,382.9197363427771,382.9002713504155
318,,70,1,12,true,0.01,382.8606853556651,382.88179729759634
319,,80,1,12,true,0.01,382.9892161423186,382.868909109294
320,,75,1,12,true,0.01,382.8826961760582,382.8623840273174
321,,70,1,12,true,0.01,382.8801862941321,382.7632659352964
322,,75,1,12,true,0.01,382.9017766908158,382.97270695567704
323,,80,1,12,true,0.01,382.9409814993421,382.87499290767954
324,,75,1,12,true,0.01,382.91323149696115,382.8294612402626
325,,80,1,12,true,0.01,382.8685183457119,382.8445974587245
326,,75,1,12,true,0.01,382.9314526202351,382.89577337723
327,,75,1,12,true,0.01,382.9189279818124,382.78822728362127
328,,75,1,12,true,0.01,382.94808694391617,382.7583805036407
329,,75,1,12,true,0.01,382.898591232586,382.84921452992216
330,,75,1,12,true,0.01,382.8978916176798,382.82485158510127
331,,75,1,12,true,0.01,382.8773107965102,382.8047894999284
332,,75,1,12,true,0.01,382.9113051120446,382.9137248937741
