MOA	model	zscore	metric
opioid receptor agonist|opioid receptor antagonist	PCA	-0.6430140484529347	Pearson correlation
opioid receptor agonist|opioid receptor antagonist	Complete	-1.4510202349238954	Pearson correlation
melatonin receptor agonist|serotonin receptor antagonist	Vanilla	0.5365733942972064	Pearson correlation
melatonin receptor agonist|serotonin receptor antagonist	Beta	-0.7485420760804372	Pearson correlation
melatonin receptor agonist|serotonin receptor antagonist	MMD	0.007668892260066149	Pearson correlation
melatonin receptor agonist|serotonin receptor antagonist	PCA	-0.11994068099186121	Pearson correlation
melatonin receptor agonist|serotonin receptor antagonist	Complete	0.3423136076554043	Pearson correlation
dopamine receptor agonist|serotonin receptor antagonist	Vanilla	1.5930535935208665	Pearson correlation
dopamine receptor agonist|serotonin receptor antagonist	Beta	0.8214045753037729	Pearson correlation
dopamine receptor agonist|serotonin receptor antagonist	MMD	1.10023294611237	Pearson correlation
dopamine receptor agonist|serotonin receptor antagonist	PCA	0.6730022060352499	Pearson correlation
dopamine receptor agonist|serotonin receptor antagonist	Complete	0.49903122743993344	Pearson correlation
DNA synthesis inhibitor|thymidylate synthase inhibitor	Vanilla	-2.5766832756104647	Pearson correlation
DNA synthesis inhibitor|thymidylate synthase inhibitor	Beta	-1.6594202856986218	Pearson correlation
DNA synthesis inhibitor|thymidylate synthase inhibitor	MMD	-2.970743496164765	Pearson correlation
DNA synthesis inhibitor|thymidylate synthase inhibitor	PCA	-1.224953868070364	Pearson correlation
DNA synthesis inhibitor|thymidylate synthase inhibitor	Complete	-2.6383126617917156	Pearson correlation
histamine receptor agonist|histamine receptor antagonist	Vanilla	1.023673112790076	Pearson correlation
histamine receptor agonist|histamine receptor antagonist	Beta	0.886593363174639	Pearson correlation
histamine receptor agonist|histamine receptor antagonist	MMD	1.061063373754576	Pearson correlation
histamine receptor agonist|histamine receptor antagonist	PCA	0.6833161908666685	Pearson correlation
histamine receptor agonist|histamine receptor antagonist	Complete	1.4139771340455995	Pearson correlation
RAF inhibitor|VEGFR inhibitor	Vanilla	1.8506634068775278	Pearson correlation
RAF inhibitor|VEGFR inhibitor	Beta	0.14083403478235038	Pearson correlation
RAF inhibitor|VEGFR inhibitor	MMD	1.343211798678621	Pearson correlation
RAF inhibitor|VEGFR inhibitor	PCA	0.23823439287027617	Pearson correlation
RAF inhibitor|VEGFR inhibitor	Complete	-0.45512870262893373	Pearson correlation
DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor	Vanilla	-0.9039351439294505	Pearson correlation
DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor	Beta	-1.3215870570553738	Pearson correlation
DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor	MMD	-0.9862432594975759	Pearson correlation
DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor	PCA	-1.4048619592033942	Pearson correlation
DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor	Complete	-2.013360385648995	Pearson correlation
melatonin receptor agonist|nitric oxide synthase inhibitor	Vanilla	0.009343679281476714	Pearson correlation
melatonin receptor agonist|nitric oxide synthase inhibitor	Beta	0.383911613382473	Pearson correlation
melatonin receptor agonist|nitric oxide synthase inhibitor	MMD	-0.4705104923553908	Pearson correlation
melatonin receptor agonist|nitric oxide synthase inhibitor	PCA	0.9428302997884207	Pearson correlation
melatonin receptor agonist|nitric oxide synthase inhibitor	Complete	0.8704371844889727	Pearson correlation
histamine receptor antagonist|platelet activating factor receptor antagonist	Vanilla	-1.5553555377652648	Pearson correlation
histamine receptor antagonist|platelet activating factor receptor antagonist	Beta	-1.7321839998238822	Pearson correlation
histamine receptor antagonist|platelet activating factor receptor antagonist	MMD	-2.078943550289246	Pearson correlation
histamine receptor antagonist|platelet activating factor receptor antagonist	PCA	-2.824869643712318	Pearson correlation
histamine receptor antagonist|platelet activating factor receptor antagonist	Complete	-2.229143416171427	Pearson correlation
estrogen receptor antagonist|progesterone receptor agonist	Vanilla	0.26151513005553784	Pearson correlation
estrogen receptor antagonist|progesterone receptor agonist	Beta	0.9867580015264015	Pearson correlation
estrogen receptor antagonist|progesterone receptor agonist	MMD	0.9497340397350348	Pearson correlation
estrogen receptor antagonist|progesterone receptor agonist	PCA	0.18192279388096483	Pearson correlation
estrogen receptor antagonist|progesterone receptor agonist	Complete	0.8784282333304465	Pearson correlation
serotonin receptor antagonist|sodium channel blocker	Vanilla	1.6143332173147478	Pearson correlation
serotonin receptor antagonist|sodium channel blocker	Beta	1.7550426853277266	Pearson correlation
serotonin receptor antagonist|sodium channel blocker	MMD	0.6741303009177312	Pearson correlation
serotonin receptor antagonist|sodium channel blocker	PCA	2.4413925106108967	Pearson correlation
serotonin receptor antagonist|sodium channel blocker	Complete	2.4208806467501294	Pearson correlation
acetylcholinesterase inhibitor|microtubule inhibitor	Vanilla	0.32580731419731024	Pearson correlation
acetylcholinesterase inhibitor|microtubule inhibitor	Beta	-1.4542035517950294	Pearson correlation
acetylcholinesterase inhibitor|microtubule inhibitor	MMD	-2.598961684177812	Pearson correlation
acetylcholinesterase inhibitor|microtubule inhibitor	PCA	-0.6694123205214906	Pearson correlation
acetylcholinesterase inhibitor|microtubule inhibitor	Complete	-1.0468323385888676	Pearson correlation
benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist	Vanilla	0.4398428799628291	Pearson correlation
benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist	Beta	0.4541929496511019	Pearson correlation
benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist	MMD	0.6825950368791853	Pearson correlation
benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist	PCA	1.15224505773352	Pearson correlation
benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist	Complete	0.6178026555486973	Pearson correlation
EGFR inhibitor|protein tyrosine kinase inhibitor	Vanilla	-3.158632537106179	Pearson correlation
EGFR inhibitor|protein tyrosine kinase inhibitor	Beta	-2.895512271286686	Pearson correlation
EGFR inhibitor|protein tyrosine kinase inhibitor	MMD	-3.078599493319672	Pearson correlation
EGFR inhibitor|protein tyrosine kinase inhibitor	PCA	-2.912198394938596	Pearson correlation
EGFR inhibitor|protein tyrosine kinase inhibitor	Complete	-2.79310172182655	Pearson correlation
leukotriene receptor antagonist|lipoxygenase inhibitor	Vanilla	1.4161836208790668	Pearson correlation
leukotriene receptor antagonist|lipoxygenase inhibitor	Beta	0.65058347118269	Pearson correlation
leukotriene receptor antagonist|lipoxygenase inhibitor	MMD	0.8207610674690173	Pearson correlation
leukotriene receptor antagonist|lipoxygenase inhibitor	PCA	0.7018810574853652	Pearson correlation
leukotriene receptor antagonist|lipoxygenase inhibitor	Complete	1.07782190380226	Pearson correlation
apoptosis stimulant|ribonucleotide reductase inhibitor	Vanilla	-2.5102666673990326	Pearson correlation
apoptosis stimulant|ribonucleotide reductase inhibitor	Beta	-3.114626174558357	Pearson correlation
apoptosis stimulant|ribonucleotide reductase inhibitor	MMD	-2.6405904536441778	Pearson correlation
apoptosis stimulant|ribonucleotide reductase inhibitor	PCA	-1.7560510254949253	Pearson correlation
apoptosis stimulant|ribonucleotide reductase inhibitor	Complete	-1.7551351311521952	Pearson correlation
norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)	Vanilla	0.2989834130558491	Pearson correlation
norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)	Beta	0.1984224820272327	Pearson correlation
norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)	MMD	0.9649190474781948	Pearson correlation
norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)	PCA	0.95683403514259	Pearson correlation
norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)	Complete	1.0002421669313002	Pearson correlation
DNA inhibitor|topoisomerase inhibitor	Vanilla	3.0648094136157966	Pearson correlation
DNA inhibitor|topoisomerase inhibitor	Beta	3.029145138272522	Pearson correlation
DNA inhibitor|topoisomerase inhibitor	MMD	3.0930015850679444	Pearson correlation
DNA inhibitor|topoisomerase inhibitor	PCA	2.794187790426244	Pearson correlation
DNA inhibitor|topoisomerase inhibitor	Complete	2.914841151159783	Pearson correlation
cyclooxygenase inhibitor|opioid receptor agonist	Vanilla	0.17076553810931933	Pearson correlation
cyclooxygenase inhibitor|opioid receptor agonist	Beta	-1.2772952195404337	Pearson correlation
cyclooxygenase inhibitor|opioid receptor agonist	MMD	0.7532823953798976	Pearson correlation
cyclooxygenase inhibitor|opioid receptor agonist	PCA	0.00976447342765365	Pearson correlation
cyclooxygenase inhibitor|opioid receptor agonist	Complete	-0.1358068802913603	Pearson correlation
dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor	Vanilla	0.7621880865386605	Pearson correlation
dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor	Beta	0.09741208838531489	Pearson correlation
dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor	MMD	0.9797112273880422	Pearson correlation
dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor	PCA	0.8231807777798472	Pearson correlation
dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor	Complete	1.3282445328125077	Pearson correlation
antiviral|RNA synthesis inhibitor	Vanilla	-1.2319078076566818	Pearson correlation
antiviral|RNA synthesis inhibitor	Beta	-2.2608212844500586	Pearson correlation
antiviral|RNA synthesis inhibitor	MMD	-0.2859239229807881	Pearson correlation
antiviral|RNA synthesis inhibitor	PCA	-1.9738033838673577	Pearson correlation
antiviral|RNA synthesis inhibitor	Complete	-2.584279560718325	Pearson correlation
cyclooxygenase inhibitor|lipoxygenase inhibitor	Vanilla	2.0780349739045634	Pearson correlation
cyclooxygenase inhibitor|lipoxygenase inhibitor	Beta	1.5238088093145592	Pearson correlation
cyclooxygenase inhibitor|lipoxygenase inhibitor	MMD	1.3496704962030142	Pearson correlation
cyclooxygenase inhibitor|lipoxygenase inhibitor	PCA	1.4779094291126396	Pearson correlation
cyclooxygenase inhibitor|lipoxygenase inhibitor	Complete	1.136292242831476	Pearson correlation
glucocorticoid receptor agonist|immunosuppressant	Vanilla	0.07422334748113502	Pearson correlation
glucocorticoid receptor agonist|immunosuppressant	Beta	2.248665662345099	Pearson correlation
glucocorticoid receptor agonist|immunosuppressant	MMD	0.435150517950105	Pearson correlation
glucocorticoid receptor agonist|immunosuppressant	PCA	2.3632437729305353	Pearson correlation
glucocorticoid receptor agonist|immunosuppressant	Complete	2.645260764358736	Pearson correlation
adenosine reuptake inhibitor|phosphodiesterase inhibitor	Vanilla	0.45057373289800806	Pearson correlation
adenosine reuptake inhibitor|phosphodiesterase inhibitor	Beta	-1.024405339337578	Pearson correlation
adenosine reuptake inhibitor|phosphodiesterase inhibitor	MMD	0.5660155912640794	Pearson correlation
adenosine reuptake inhibitor|phosphodiesterase inhibitor	PCA	0.04290857946359127	Pearson correlation
adenosine reuptake inhibitor|phosphodiesterase inhibitor	Complete	-0.21292122485706594	Pearson correlation
cyclooxygenase inhibitor|PPAR receptor agonist	Vanilla	-1.1050183233921222	Pearson correlation
cyclooxygenase inhibitor|PPAR receptor agonist	Beta	-1.2677159792441752	Pearson correlation
cyclooxygenase inhibitor|PPAR receptor agonist	MMD	-0.8083572936687152	Pearson correlation
cyclooxygenase inhibitor|PPAR receptor agonist	PCA	0.8091701870056922	Pearson correlation
cyclooxygenase inhibitor|PPAR receptor agonist	Complete	1.1893256908114105	Pearson correlation
aromatase inhibitor|TRPV antagonist	Vanilla	-1.445292421796234	Pearson correlation
aromatase inhibitor|TRPV antagonist	Beta	-2.8493797034444968	Pearson correlation
aromatase inhibitor|TRPV antagonist	MMD	-0.36764535001238174	Pearson correlation
aromatase inhibitor|TRPV antagonist	PCA	-1.0338234606349164	Pearson correlation
aromatase inhibitor|TRPV antagonist	Complete	-2.471708115341746	Pearson correlation
adrenergic receptor antagonist|glutamate receptor antagonist	Vanilla	-0.5573642266097166	Pearson correlation
adrenergic receptor antagonist|glutamate receptor antagonist	Beta	-0.8906065629997699	Pearson correlation
adrenergic receptor antagonist|glutamate receptor antagonist	MMD	-1.0824233660577123	Pearson correlation
adrenergic receptor antagonist|glutamate receptor antagonist	PCA	-1.8027956787101245	Pearson correlation
adrenergic receptor antagonist|glutamate receptor antagonist	Complete	-1.975018845830642	Pearson correlation
RNA synthesis inhibitor|topoisomerase inhibitor	Vanilla	3.0582160646067202	Pearson correlation
RNA synthesis inhibitor|topoisomerase inhibitor	Beta	3.0475956541436946	Pearson correlation
RNA synthesis inhibitor|topoisomerase inhibitor	MMD	2.389924834903739	Pearson correlation
RNA synthesis inhibitor|topoisomerase inhibitor	PCA	2.6971494817991095	Pearson correlation
RNA synthesis inhibitor|topoisomerase inhibitor	Complete	2.3058190543264576	Pearson correlation
adrenergic receptor antagonist|calcium channel blocker	Vanilla	1.9227857599656557	Pearson correlation
adrenergic receptor antagonist|calcium channel blocker	Beta	1.6967889799503726	Pearson correlation
adrenergic receptor antagonist|calcium channel blocker	MMD	2.2496226356923352	Pearson correlation
adrenergic receptor antagonist|calcium channel blocker	PCA	2.050883648020358	Pearson correlation
adrenergic receptor antagonist|calcium channel blocker	Complete	1.631037632615148	Pearson correlation
Aurora kinase inhibitor|JAK inhibitor	Vanilla	3.119719914529446	Pearson correlation
Aurora kinase inhibitor|JAK inhibitor	Beta	3.144402465277702	Pearson correlation
Aurora kinase inhibitor|JAK inhibitor	MMD	2.948125979446311	Pearson correlation
Aurora kinase inhibitor|JAK inhibitor	PCA	2.9058724787992034	Pearson correlation
Aurora kinase inhibitor|JAK inhibitor	Complete	3.006476053895565	Pearson correlation
leukotriene synthesis inhibitor|lipoxygenase inhibitor	Vanilla	0.5098055088820524	Pearson correlation
leukotriene synthesis inhibitor|lipoxygenase inhibitor	Beta	-0.3085426213615434	Pearson correlation
leukotriene synthesis inhibitor|lipoxygenase inhibitor	MMD	0.3175626541484914	Pearson correlation
leukotriene synthesis inhibitor|lipoxygenase inhibitor	PCA	0.3879748628929139	Pearson correlation
leukotriene synthesis inhibitor|lipoxygenase inhibitor	Complete	0.12198055301088212	Pearson correlation
EGFR inhibitor|VEGFR inhibitor	Vanilla	-2.0519569359915746	Pearson correlation
EGFR inhibitor|VEGFR inhibitor	Beta	2.8233917194356364	Pearson correlation
EGFR inhibitor|VEGFR inhibitor	MMD	0.6346193059112826	Pearson correlation
EGFR inhibitor|VEGFR inhibitor	PCA	-2.636101349384205	Pearson correlation
EGFR inhibitor|VEGFR inhibitor	Complete	-2.586202574395771	Pearson correlation
dopamine receptor antagonist|serotonin receptor agonist	Vanilla	0.3510864368069953	Pearson correlation
dopamine receptor antagonist|serotonin receptor agonist	Beta	0.8320458837690367	Pearson correlation
dopamine receptor antagonist|serotonin receptor agonist	MMD	1.852020174752724	Pearson correlation
dopamine receptor antagonist|serotonin receptor agonist	PCA	0.47145924840860687	Pearson correlation
dopamine receptor antagonist|serotonin receptor agonist	Complete	0.6340446777091292	Pearson correlation
glutamate receptor antagonist|sigma receptor agonist	Vanilla	0.6623950392786246	Pearson correlation
glutamate receptor antagonist|sigma receptor agonist	Beta	1.2018734645855984	Pearson correlation
glutamate receptor antagonist|sigma receptor agonist	MMD	0.9314210500505905	Pearson correlation
glutamate receptor antagonist|sigma receptor agonist	PCA	1.3338186859040904	Pearson correlation
glutamate receptor antagonist|sigma receptor agonist	Complete	1.6854051368492688	Pearson correlation
acetylcholinesterase inhibitor|cholinesterase inhibitor	Vanilla	-0.4026293408726812	Pearson correlation
acetylcholinesterase inhibitor|cholinesterase inhibitor	Beta	1.365639162707754	Pearson correlation
acetylcholinesterase inhibitor|cholinesterase inhibitor	MMD	0.6079342127925483	Pearson correlation
acetylcholinesterase inhibitor|cholinesterase inhibitor	PCA	-1.384964116711408	Pearson correlation
acetylcholinesterase inhibitor|cholinesterase inhibitor	Complete	-0.4487134817075012	Pearson correlation
interferon inducer|toll-like receptor agonist	Vanilla	-0.6201522121364577	Pearson correlation
interferon inducer|toll-like receptor agonist	Beta	1.5411977517052624	Pearson correlation
interferon inducer|toll-like receptor agonist	MMD	0.853294152417588	Pearson correlation
interferon inducer|toll-like receptor agonist	PCA	-0.042102918601779615	Pearson correlation
interferon inducer|toll-like receptor agonist	Complete	0.10660484855138362	Pearson correlation
HCV inhibitor|protease inhibitor	Vanilla	0.4811741265702164	Pearson correlation
HCV inhibitor|protease inhibitor	Beta	-0.02075597571421036	Pearson correlation
HCV inhibitor|protease inhibitor	MMD	0.20390968690168704	Pearson correlation
HCV inhibitor|protease inhibitor	PCA	0.5022324746294882	Pearson correlation
HCV inhibitor|protease inhibitor	Complete	0.8821030237556676	Pearson correlation
cyclooxygenase inhibitor|platelet aggregation inhibitor	Vanilla	1.1316382230625925	Pearson correlation
cyclooxygenase inhibitor|platelet aggregation inhibitor	Beta	0.34168292932282246	Pearson correlation
cyclooxygenase inhibitor|platelet aggregation inhibitor	MMD	0.19213776854234774	Pearson correlation
cyclooxygenase inhibitor|platelet aggregation inhibitor	PCA	0.09785905961805999	Pearson correlation
cyclooxygenase inhibitor|platelet aggregation inhibitor	Complete	0.43177467311763384	Pearson correlation
leukotriene receptor antagonist|phosphodiesterase inhibitor	Vanilla	1.6589647140594697	Pearson correlation
leukotriene receptor antagonist|phosphodiesterase inhibitor	Beta	1.7515693972564503	Pearson correlation
leukotriene receptor antagonist|phosphodiesterase inhibitor	MMD	2.357750127113197	Pearson correlation
leukotriene receptor antagonist|phosphodiesterase inhibitor	PCA	1.158943763962988	Pearson correlation
leukotriene receptor antagonist|phosphodiesterase inhibitor	Complete	1.654133373345992	Pearson correlation
CDK inhibitor|glycogen synthase kinase inhibitor	Vanilla	-3.0875425465506474	Pearson correlation
CDK inhibitor|glycogen synthase kinase inhibitor	Beta	-2.8716409516303676	Pearson correlation
CDK inhibitor|glycogen synthase kinase inhibitor	MMD	-0.14803542565995204	Pearson correlation
CDK inhibitor|glycogen synthase kinase inhibitor	PCA	-2.7524275032793715	Pearson correlation
CDK inhibitor|glycogen synthase kinase inhibitor	Complete	-2.6554389087175565	Pearson correlation
ATP channel blocker|insulin secretagogue	Vanilla	-1.118657059404709	Pearson correlation
ATP channel blocker|insulin secretagogue	Beta	0.3075600969576259	Pearson correlation
ATP channel blocker|insulin secretagogue	MMD	0.24781940090550858	Pearson correlation
ATP channel blocker|insulin secretagogue	PCA	-0.03080715757050873	Pearson correlation
ATP channel blocker|insulin secretagogue	Complete	-0.1302587620513282	Pearson correlation
adenosine receptor antagonist|phosphodiesterase inhibitor	Vanilla	1.1892656694995134	Pearson correlation
adenosine receptor antagonist|phosphodiesterase inhibitor	Beta	1.4940469513285355	Pearson correlation
adenosine receptor antagonist|phosphodiesterase inhibitor	MMD	1.4552451807309639	Pearson correlation
adenosine receptor antagonist|phosphodiesterase inhibitor	PCA	1.5035806678909394	Pearson correlation
adenosine receptor antagonist|phosphodiesterase inhibitor	Complete	1.2091844807255154	Pearson correlation
platelet aggregation inhibitor|structural glycoprotein antagonist	Vanilla	0.7557219890154279	Pearson correlation
platelet aggregation inhibitor|structural glycoprotein antagonist	Beta	0.6162874975330385	Pearson correlation
platelet aggregation inhibitor|structural glycoprotein antagonist	MMD	0.5366849239353898	Pearson correlation
platelet aggregation inhibitor|structural glycoprotein antagonist	PCA	0.40575889455095937	Pearson correlation
platelet aggregation inhibitor|structural glycoprotein antagonist	Complete	0.7397328348475309	Pearson correlation
norepinephrine reputake inhibitor|serotonin reuptake inhibitor	Vanilla	0.458810044940886	Pearson correlation
norepinephrine reputake inhibitor|serotonin reuptake inhibitor	Beta	-1.500131532730108	Pearson correlation
norepinephrine reputake inhibitor|serotonin reuptake inhibitor	MMD	1.3736077189900031	Pearson correlation
norepinephrine reputake inhibitor|serotonin reuptake inhibitor	PCA	0.24182053635055392	Pearson correlation
norepinephrine reputake inhibitor|serotonin reuptake inhibitor	Complete	0.4594855180562594	Pearson correlation
apoptosis stimulant|NFkB pathway inhibitor	Vanilla	0.8241232454052202	Pearson correlation
apoptosis stimulant|NFkB pathway inhibitor	Beta	-2.533736960897606	Pearson correlation
apoptosis stimulant|NFkB pathway inhibitor	MMD	-0.23817014490637173	Pearson correlation
apoptosis stimulant|NFkB pathway inhibitor	PCA	-0.1295957128806966	Pearson correlation
apoptosis stimulant|NFkB pathway inhibitor	Complete	-1.2275565636437724	Pearson correlation
benzodiazepine receptor agonist|HDAC inhibitor	Vanilla	-3.00693114432003	Pearson correlation
benzodiazepine receptor agonist|HDAC inhibitor	Beta	0.3601062560209695	Pearson correlation
benzodiazepine receptor agonist|HDAC inhibitor	MMD	-0.5011646830613623	Pearson correlation
benzodiazepine receptor agonist|HDAC inhibitor	PCA	-2.953406733782162	Pearson correlation
benzodiazepine receptor agonist|HDAC inhibitor	Complete	-2.9488611442544035	Pearson correlation
adrenergic receptor agonist|serotonin receptor agonist	Vanilla	1.0591370337668233	Pearson correlation
adrenergic receptor agonist|serotonin receptor agonist	Beta	1.551903294433819	Pearson correlation
adrenergic receptor agonist|serotonin receptor agonist	MMD	0.8364660959461796	Pearson correlation
adrenergic receptor agonist|serotonin receptor agonist	PCA	0.7596944975312288	Pearson correlation
adrenergic receptor agonist|serotonin receptor agonist	Complete	1.2288348115019518	Pearson correlation
antimalarial agent|DNA inhibitor	Vanilla	-2.8689650702894616	Pearson correlation
antimalarial agent|DNA inhibitor	Beta	0.10378571276109871	Pearson correlation
antimalarial agent|DNA inhibitor	MMD	0.6567163349242706	Pearson correlation
antimalarial agent|DNA inhibitor	PCA	-2.442485310195184	Pearson correlation
antimalarial agent|DNA inhibitor	Complete	-2.311178849216019	Pearson correlation
DNA synthesis inhibitor|microtubule inhibitor	Vanilla	-2.88207853835009	Pearson correlation
DNA synthesis inhibitor|microtubule inhibitor	Beta	-2.6196323384864653	Pearson correlation
DNA synthesis inhibitor|microtubule inhibitor	MMD	-1.933243730322564	Pearson correlation
DNA synthesis inhibitor|microtubule inhibitor	PCA	-2.6075918580371162	Pearson correlation
DNA synthesis inhibitor|microtubule inhibitor	Complete	-2.503322003621316	Pearson correlation
potassium channel blocker|sodium channel blocker	Vanilla	-1.5668906583052753	Pearson correlation
potassium channel blocker|sodium channel blocker	Beta	-1.7046585454586891	Pearson correlation
potassium channel blocker|sodium channel blocker	MMD	-1.066327438557596	Pearson correlation
potassium channel blocker|sodium channel blocker	PCA	-2.6037329878257642	Pearson correlation
potassium channel blocker|sodium channel blocker	Complete	-2.5533275180844983	Pearson correlation
SRC inhibitor|tubulin polymerization inhibitor	Vanilla	1.218067400676092	Pearson correlation
SRC inhibitor|tubulin polymerization inhibitor	Beta	3.124674206076278	Pearson correlation
SRC inhibitor|tubulin polymerization inhibitor	MMD	2.8282049013964223	Pearson correlation
SRC inhibitor|tubulin polymerization inhibitor	PCA	2.6200698773435778	Pearson correlation
SRC inhibitor|tubulin polymerization inhibitor	Complete	2.88985044617986	Pearson correlation
adrenergic receptor agonist|imidazoline receptor agonist	Vanilla	-1.5670683791162614	Pearson correlation
adrenergic receptor agonist|imidazoline receptor agonist	Beta	-1.2533045816898354	Pearson correlation
adrenergic receptor agonist|imidazoline receptor agonist	MMD	-0.8896973509277261	Pearson correlation
adrenergic receptor agonist|imidazoline receptor agonist	PCA	-0.8532092942371258	Pearson correlation
adrenergic receptor agonist|imidazoline receptor agonist	Complete	-2.000057487669435	Pearson correlation
SRC inhibitor|VEGFR inhibitor	Vanilla	0.310822282051347	Pearson correlation
SRC inhibitor|VEGFR inhibitor	Beta	-0.08856764307886994	Pearson correlation
SRC inhibitor|VEGFR inhibitor	MMD	0.2202015156564545	Pearson correlation
SRC inhibitor|VEGFR inhibitor	PCA	-1.4128389719964263	Pearson correlation
SRC inhibitor|VEGFR inhibitor	Complete	-1.6274950685587484	Pearson correlation
acetylcholinesterase inhibitor|monoamine oxidase inhibitor	Vanilla	1.5433298184935589	Pearson correlation
acetylcholinesterase inhibitor|monoamine oxidase inhibitor	Beta	1.3906458425482453	Pearson correlation
acetylcholinesterase inhibitor|monoamine oxidase inhibitor	MMD	0.581208273429227	Pearson correlation
acetylcholinesterase inhibitor|monoamine oxidase inhibitor	PCA	1.1333380739115195	Pearson correlation
acetylcholinesterase inhibitor|monoamine oxidase inhibitor	Complete	1.1547088814764062	Pearson correlation
cyclooxygenase inhibitor|NFkB pathway inhibitor	Vanilla	-0.886755779695455	Pearson correlation
cyclooxygenase inhibitor|NFkB pathway inhibitor	Beta	-0.5450803316835521	Pearson correlation
cyclooxygenase inhibitor|NFkB pathway inhibitor	MMD	-0.8532607572126779	Pearson correlation
cyclooxygenase inhibitor|NFkB pathway inhibitor	PCA	-0.27690259026188474	Pearson correlation
cyclooxygenase inhibitor|NFkB pathway inhibitor	Complete	-0.7913466375242358	Pearson correlation
